buyer_activity,contract_type,buyer_type,quality_criteria,Subnetwork_ID,Subgraph_ID,Number_of_Nodes,Number_of_Edges,Number_of_Winners,Number_of_Buyers,Number_of_Cliques,Largest_Clique_Size,K_Core_Number,Average_Path_Length,Diameter,Disparity_Measure,Density
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_168,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_169,4,3,1,3,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_170,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_171,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_172,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_173,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_174,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_175,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_176,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_177,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_178,4,3,1,3,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_179,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_180,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_181,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_182,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_183,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_184,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_185,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_186,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_187,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_188,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_189,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_190,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_191,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_192,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_193,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_194,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_195,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_196,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_197,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_198,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_199,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_200,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_0,9,8,6,3,8,2,1,2.388888888888889,4,0.05381944444444445,0.2222222222222222
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_1,319,347,210,109,347,2,3,11.005697837187753,30,0.0002496845196196627,0.006841347765225449
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_2,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_3,7,6,6,1,6,2,1,1.7142857142857142,2,0.2202380952380952,0.2857142857142857
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_4,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_5,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_6,8,9,4,4,9,2,2,2.0714285714285716,4,0.05092592592592593,0.32142857142857145
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_7,4,3,3,1,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_8,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_9,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_10,6,5,5,1,5,2,1,1.6666666666666667,2,0.21666666666666667,0.3333333333333333
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_11,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_12,10,9,8,2,9,2,1,2.488888888888889,4,0.06296296296296297,0.2
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_13,19,18,6,13,18,2,1,3.508771929824561,8,0.025341130604288498,0.10526315789473684
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_14,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_15,28,27,20,8,27,2,1,5.021164021164021,11,0.013300999412110525,0.07142857142857142
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_16,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_17,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_18,7,6,6,1,6,2,1,1.7142857142857142,2,0.22023809523809526,0.2857142857142857
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_19,5,4,2,3,4,2,1,1.8,3,0.11875,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_20,4,3,2,2,3,2,1,1.6666666666666667,3,0.125,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_21,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_22,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_23,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_24,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_25,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_26,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_27,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_28,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_29,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_30,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_31,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_32,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_33,9,8,7,2,8,2,1,2.4444444444444446,4,0.06163194444444445,0.2222222222222222
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_34,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_35,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_36,10,10,2,8,10,2,2,1.9111111111111112,3,0.13550000000000004,0.2222222222222222
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_37,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_38,5,4,3,2,4,2,1,2.0,4,0.08125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_39,7,6,6,1,6,2,1,1.7142857142857142,2,0.22023809523809526,0.2857142857142857
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_40,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_41,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_42,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_43,8,7,6,2,7,2,1,1.9285714285714286,3,0.14668367346938774,0.25
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_44,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_45,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_46,4,3,3,1,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_47,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_48,13,14,5,8,14,2,2,2.6923076923076925,6,0.024529042386185244,0.1794871794871795
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_49,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_50,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_51,4,3,3,1,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_52,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_53,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_54,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_55,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_56,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_57,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_58,8,7,5,3,7,2,1,2.5357142857142856,5,0.0586734693877551,0.25
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_59,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_60,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_61,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_62,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_63,6,5,5,1,5,2,1,1.6666666666666667,2,0.21666666666666667,0.3333333333333333
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_64,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_65,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_66,9,8,4,5,8,2,1,2.4444444444444446,5,0.04861111111111111,0.2222222222222222
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_67,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_68,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_69,7,6,6,1,6,2,1,1.7142857142857142,2,0.22023809523809526,0.2857142857142857
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_70,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_71,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_72,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_73,7,6,4,3,6,2,1,2.0,3,0.09523809523809525,0.2857142857142857
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_74,5,4,2,3,4,2,1,1.8,3,0.11875,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_75,4,4,2,2,4,2,2,1.3333333333333333,2,0.125,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_76,5,4,2,3,4,2,1,1.8,3,0.11875,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_77,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_78,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_79,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_80,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_81,4,3,3,1,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_82,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_83,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_84,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_85,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_86,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_87,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_88,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_89,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_90,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_91,5,4,4,1,4,2,1,1.6,2,0.2125,0.4
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_92,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_93,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_94,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_95,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_96,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_97,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_98,6,5,5,1,5,2,1,1.6666666666666667,2,0.21666666666666667,0.3333333333333333
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_99,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_100,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_101,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_102,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_103,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_104,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_105,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_106,4,3,1,3,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_107,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_108,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_109,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_110,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_111,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_112,3,2,1,2,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_113,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_114,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_115,4,3,3,1,3,2,1,1.5,2,0.20833333333333334,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_116,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_117,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_118,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_119,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_120,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_121,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_122,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_123,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_124,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_125,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_126,4,4,2,2,4,2,2,1.3333333333333333,2,0.125,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_127,3,2,2,1,2,2,1,1.3333333333333333,2,0.20833333333333334,0.6666666666666666
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_128,4,3,3,1,3,2,1,1.5,2,0.20833333333333331,0.5
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_129,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_130,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_131,2,1,1,1,1,2,1,1.0,1,0.25,1.0
KL - Egyéb tevékenység:,Építési beruházás,N - Regionális/helyi szintű,Igen,network_25,network_25_132,2,1,1,1,1,2,1,1.0,1,0.25,1.0
